F1,Precision,Recall,cIoU,dataset,seed,cat
0.8151159882545471,0.9003447890281677,0.744627833366394,0.6879289150238037,sysu,42,ConvNext B
0.9136735200881958,0.9240927696228028,0.9034866094589232,0.8410671949386597,levir,42,ConvNext B
0.8349878191947937,0.8420215249061584,0.8280706405639648,0.7167202234268188,egybcd,42,ConvNext B
0.8782511949539185,0.903780996799469,0.854124128818512,0.7829303741455078,gvlm,42,ConvNext B
0.7291872501373291,0.8074438571929932,0.6647593975067139,0.5737959742546082,clcd,42,ConvNext B
0.3335275948047638,0.7031478881835938,0.2186112701892852,0.2001398801803589,oscd96,42,ConvNext B
0.8220297694206238,0.8923481106758118,0.7619842290878296,0.6978357434272766,sysu,42,Swin T
0.9099777340888976,0.9248592257499696,0.8955675363540649,0.8348248600959778,levir,42,Swin T
0.8373055458068848,0.8523436784744263,0.8227888345718384,0.7201423645019531,egybcd,42,Swin T
0.8852675557136536,0.8918728828430176,0.8787593245506287,0.7941524982452393,gvlm,42,Swin T
0.750075101852417,0.7770219445228577,0.7249345779418945,0.6000961065292358,clcd,42,Swin T
0.4397140741348266,0.5905725359916687,0.3502457439899444,0.2818163335323334,oscd96,42,Swin T
0.8087055683135986,0.9004715085029602,0.7339133024215698,0.6788460612297058,sysu,42,SwinV2 T
0.9100366234779358,0.9204983115196228,0.8998100757598877,0.834924042224884,levir,42,SwinV2 T
0.843005895614624,0.8483991026878357,0.8376808762550354,0.7286173105239868,egybcd,42,SwinV2 T
0.8929311037063599,0.8982430696487427,0.8876816034317017,0.8065723180770874,gvlm,42,SwinV2 T
0.7605443596839905,0.7788410782814026,0.7430875897407532,0.61361163854599,clcd,42,SwinV2 T
0.4451731443405151,0.5541108250617981,0.3720320165157318,0.2863168716430664,oscd96,42,SwinV2 T
0.8105015158653259,0.8677601218223572,0.7603315114974976,0.6813808083534241,sysu,42,ResNet50
0.9019595384597778,0.9305390119552612,0.8750832676887512,0.821426510810852,levir,42,ResNet50
0.8287720680236816,0.855776846408844,0.8034194111824036,0.7076095342636108,egybcd,42,ResNet50
0.8924741744995117,0.8959595561027527,0.889015793800354,0.8058269619941711,gvlm,42,ResNet50
0.7312979102134705,0.743252158164978,0.7197220921516418,0.576414167881012,clcd,42,ResNet50
0.3283643126487732,0.5370343923568726,0.2364783138036728,0.1964329481124878,oscd96,42,ResNet50
0.8039642572402954,0.8626430034637451,0.7527599930763245,0.67219078540802,sysu,42,ResNet18
0.8972093462944031,0.9161834716796876,0.8790052533149719,0.8135808706283569,levir,42,ResNet18
0.8250321745872498,0.8479766845703125,0.8032966256141663,0.7021743059158325,egybcd,42,ResNet18
0.8883805871009827,0.90254807472229,0.8746510744094849,0.7991769909858704,gvlm,42,ResNet18
0.6839860081672668,0.8040370941162109,0.595127284526825,0.519740641117096,clcd,42,ResNet18
0.3618714213371277,0.5492116808891296,0.2698302865028381,0.2209053933620453,oscd96,42,ResNet18
0.8253151178359985,0.8769695162773132,0.7794073820114136,0.7025842666625977,sysu,42,ViT T
0.8441858887672424,0.8480110168457031,0.8403951525688171,0.7303820848464966,levir,42,ViT T
0.8064697980880737,0.8403499722480774,0.7752156853675842,0.6757012605667114,egybcd,42,ViT T
