F1,Precision,Recall,cIoU,dataset,seed,cat
0.7704455256462097,0.8171025514602661,0.7288290858268738,0.6266054511070251,sysu,42,bit
0.9005683064460754,0.9219852685928344,0.8801237344741821,0.8191216588020325,levir,42,bit
0.7518541812896729,0.7963333129882812,0.7120809555053711,0.6023768782615662,egybcd,42,bit
0.8881828188896179,0.9095073342323304,0.8678354024887085,0.7988569140434265,gvlm,42,bit
0.6481550931930542,0.7082144021987915,0.5974859595298767,0.479459673166275,clcd,42,bit
0.4477542638778686,0.5091733336448669,0.3995575904846191,0.2884557843208313,oscd96,42,bit
0.777787983417511,0.8309507369995117,0.7310186624526978,0.6363772749900818,sysu,42,changeformer
0.8968300819396973,0.9151957631111144,0.8791869878768921,0.8129573464393616,levir,42,changeformer
0.780213475227356,0.7926580905914307,0.7681535482406616,0.6396311521530151,egybcd,42,changeformer
0.8825085163116455,0.9013839960098268,0.8644073605537415,0.7897228002548218,gvlm,42,changeformer
0.5851770639419556,0.622672438621521,0.55194091796875,0.4136044681072235,clcd,42,changeformer
0.4921380281448364,0.6071933507919312,0.4137396812438965,0.3263813555240631,oscd96,42,changeformer
0.7094026803970337,0.8353462815284729,0.6164601445198059,0.5496700406074524,sysu,42,fcn
0.82169109582901,0.8353737592697144,0.808449387550354,0.6973477602005005,levir,42,fcn
0.4515322744846344,0.6216776371002197,0.3545079231262207,0.2915994226932525,egybcd,42,fcn
0.7386625409126282,0.8597675561904907,0.6474623084068298,0.5856184363365173,gvlm,42,fcn
0.5283601880073547,0.5443647503852844,0.51326984167099,0.3590282201766968,clcd,42,fcn
0.3891870975494385,0.2854058444499969,0.6115707755088806,0.2416091412305832,oscd96,42,fcn
0.755129873752594,0.8901293873786926,0.6556864976882935,0.6065931916236877,sysu,42,swinsunet
0.892224133014679,0.870042085647583,0.915566861629486,0.805419385433197,levir,42,swinsunet
0.8367067575454712,0.8405783772468567,0.8328706622123718,0.7192569971084595,egybcd,42,swinsunet
0.9030174612998962,0.8904028534889221,0.9159946441650392,0.8231831192970276,gvlm,42,swinsunet
0.7617954015731812,0.7820881605148315,0.742529034614563,0.6152419447898865,clcd,42,swinsunet
0.5225484371185303,0.6243757605552673,0.4492773413658142,0.3536823093891144,oscd96,42,swinsunet
0.8396913409233093,0.8733334541320801,0.808544933795929,0.72367924451828,sysu,42,bifa
0.8974707126617432,0.9085471630096436,0.8866610527038574,0.8140107989311218,levir,42,bifa
0.8372237086296082,0.8593598008155823,0.8161993622779846,0.7200213074684143,egybcd,42,bifa
0.8923197388648987,0.8966649770736694,0.8880163431167603,0.8055751323699951,gvlm,42,bifa
0.7489907741546631,0.8091205954551697,0.6971798539161682,0.598709225654602,clcd,42,bifa
0.4165729284286499,0.5891448855400085,0.3221955597400665,0.2630831003189087,oscd96,42,bifa
0.7094026803970337,0.8353462815284729,0.6164601445198059,0.5496700406074524,sysu,42,fcn
0.82169109582901,0.8353737592697144,0.808449387550354,0.6973477602005005,levir,42,fcn
0.4515322744846344,0.6216776371002197,0.3545079231262207,0.2915994226932525,egybcd,42,fcn
0.7386625409126282,0.8597675561904907,0.6474623084068298,0.5856184363365173,gvlm,42,fcn
0.5283601880073547,0.5443647503852844,0.51326984167099,0.3590282201766968,clcd,42,fcn
0.3891870975494385,0.2854058444499969,0.6115707755088806,0.2416091412305832,oscd96,42,fcn
0.755129873752594,0.8901293873786926,0.6556864976882935,0.6065931916236877,sysu,42,swinsunet
0.892224133014679,0.870042085647583,0.915566861629486,0.805419385433197,levir,42,swinsunet
0.8367067575454712,0.8405783772468567,0.8328706622123718,0.7192569971084595,egybcd,42,swinsunet
0.9030174612998962,0.8904028534889221,0.9159946441650392,0.8231831192970276,gvlm,42,swinsunet
0.7617954015731812,0.7820881605148315,0.742529034614563,0.6152419447898865,clcd,42,swinsunet
0.5225484371185303,0.6243757605552673,0.4492773413658142,0.3536823093891144,oscd96,42,swinsunet
0.7715409398078918,0.7725257873535156,0.7705585956573486,0.6280558705329895,sysu,1337,bit
0.8992515802383423,0.915194034576416,0.8838550448417664,0.8169456124305725,levir,1337,bit
0.776054322719574,0.7875099182128906,0.7649271488189697,0.6340594291687012,egybcd,1337,bit
0.8877449631690979,0.8864877223968506,0.8890057802200317,0.7981486916542053,gvlm,1337,bit
0.6104375123977661,0.5989853739738464,0.6223360896110535,0.4393019378185272,clcd,1337,bit
0.42447030544281,0.4777326285839081,0.381893128156662,0.2694143652915954,oscd96,1337,bit
0.7737084031105042,0.8294631242752075,0.7249770164489746,0.6309334635734558,sysu,1337,changeformer
0.8949171900749207,0.91854727268219,0.8724724054336548,0.8098191022872925,levir,1337,changeformer
0.7840175628662109,0.8017871379852295,0.7670185565948486,0.6447605490684509,egybcd,1337,changeformer
0.8866713643074036,0.9105334281921388,0.8640280961990356,0.7964147925376892,gvlm,1337,changeformer
0.6027543544769287,0.5994939208030701,0.606050431728363,0.4313875138759613,clcd,1337,changeformer
0.4741171598434448,0.5986132025718689,0.3924895226955414,0.3107166290283203,oscd96,1337,changeformer
0.7078930735588074,0.8310730457305908,0.6165145635604858,0.5478596091270447,sysu,1337,fcn
0.8220223188400269,0.8199742436408997,0.8240805864334106,0.697825014591217,levir,1337,fcn
0.4462820589542389,0.6426684260368347,0.3418267667293548,0.287234902381897,egybcd,1337,fcn
0.7391577363014221,0.7975748777389526,0.6887139678001404,0.5862412452697754,gvlm,1337,fcn
0.5518629550933838,0.5478575825691223,0.5559273362159729,0.3810847401618957,clcd,1337,fcn
0.3837251663208008,0.2647145092487335,0.6971511840820312,0.2374133020639419,oscd96,1337,fcn
0.7575570940971375,0.886401891708374,0.6614156365394592,0.6097319722175598,sysu,1337,swinsunet
0.8937746286392212,0.8686466813087463,0.9203996658325196,0.8079498410224915,levir,1337,swinsunet
0.8375399708747864,0.8598545789718628,0.8163542747497559,0.7204892635345459,egybcd,1337,swinsunet
0.8949053883552551,0.8618484139442444,0.9305993914604188,0.8097997903823853,gvlm,1337,swinsunet
0.7632929086685181,0.790317714214325,0.7380552291870117,0.6171978116035461,clcd,1337,swinsunet
0.5593940615653992,0.6022102236747742,0.5222620368003845,0.3883046805858612,oscd96,1337,swinsunet
0.834735631942749,0.8760251402854919,0.7971630096435547,0.7163486480712891,sysu,1337,bifa
0.8844625353813171,0.8981007933616638,0.871232271194458,0.7928577661514282,levir,1337,bifa
0.8344523310661316,0.8764068484306335,0.7963311672210693,0.7159315347671509,egybcd,1337,bifa
0.89003986120224,0.8937352895736694,0.8863747715950012,0.8018664717674255,gvlm,1337,bifa
0.7372915744781494,0.7675206065177917,0.7093534469604492,0.5838969349861145,clcd,1337,bifa
0.3579702973365783,0.6312664747238159,0.2498164623975753,0.2180047482252121,oscd96,1337,bifa
0.7078930735588074,0.8310730457305908,0.6165145635604858,0.5478596091270447,sysu,1337,fcn
0.8220223188400269,0.8199742436408997,0.8240805864334106,0.697825014591217,levir,1337,fcn
0.4462820589542389,0.6426684260368347,0.3418267667293548,0.287234902381897,egybcd,1337,fcn
0.7391577363014221,0.7975748777389526,0.6887139678001404,0.5862412452697754,gvlm,1337,fcn
0.5518629550933838,0.5478575825691223,0.5559273362159729,0.3810847401618957,clcd,1337,fcn
0.3837251663208008,0.2647145092487335,0.6971511840820312,0.2374133020639419,oscd96,1337,fcn
0.7575570940971375,0.886401891708374,0.6614156365394592,0.6097319722175598,sysu,1337,swinsunet
0.8937746286392212,0.8686466813087463,0.9203996658325196,0.8079498410224915,levir,1337,swinsunet
0.8375399708747864,0.8598545789718628,0.8163542747497559,0.7204892635345459,egybcd,1337,swinsunet
0.8949053883552551,0.8618484139442444,0.9305993914604188,0.8097997903823853,gvlm,1337,swinsunet
0.7632929086685181,0.790317714214325,0.7380552291870117,0.6171978116035461,clcd,1337,swinsunet
0.5593940615653992,0.6022102236747742,0.5222620368003845,0.3883046805858612,oscd96,1337,swinsunet
0.769080638885498,0.7837005853652954,0.754996120929718,0.624801754951477,sysu,564738,bit
0.9013076424598694,0.9233406782150269,0.8803015947341919,0.8203457593917847,levir,564738,bit
0.7492965459823608,0.7888357639312744,0.7135317921638489,0.5991000533103943,egybcd,564738,bit
0.8888388872146606,0.898349404335022,0.8795276880264282,0.7999190092086792,gvlm,564738,bit
0.6425616145133972,0.686814546585083,0.6036661267280579,0.4733633697032928,clcd,564738,bit
0.4069774150848388,0.4739952385425567,0.3565632104873657,0.2554749846458435,oscd96,564738,bit
0.7843188047409058,0.8227110505104065,0.7493501305580139,0.6451682448387146,sysu,564738,changeformer
0.8924767374992371,0.917961359024048,0.8683688640594482,0.8058311343193054,levir,564738,changeformer
0.7723253965377808,0.8057554960250854,0.7415587902069092,0.6290962100028992,egybcd,564738,changeformer
0.884902834892273,0.8993655443191528,0.8708978891372681,0.7935656309127808,gvlm,564738,changeformer
0.6367354393005371,0.6198211312294006,0.6545988321304321,0.4670666754245758,clcd,564738,changeformer
0.4776687622070312,0.5990524291992188,0.3971880674362182,0.3137745261192322,oscd96,564738,changeformer
